Source,Target,Label
lovers,Charles d’Orléans,DIMEV 4931
lovers,Walter Fry,DIMEV 4937
lovers,Charles d’Orléans,DIMEV 5068
lovers,John Skelton,DIMEV 5190
lovers,Charles d’Orléans,DIMEV 5310
roundels,Charles d’Orléans,DIMEV 5468
lovers,Charles d’Orléans,DIMEV 5468
roundels,Charles d’Orléans,DIMEV 5733
lovers,Charles d’Orléans,DIMEV 5733
May,Charles d’Orléans,DIMEV 5733
roundels,Charles d’Orléans,DIMEV 5870
lovers,Charles d’Orléans,DIMEV 5870
parodies,John Lydgate,DIMEV 5998
lovers,John Lydgate,DIMEV 5998
roundels,Charles d’Orléans,DIMEV 6000
lovers,Charles d’Orléans,DIMEV 6000
lovers,Charles d’Orléans,DIMEV 6429
roundels,Charles d’Orléans,DIMEV 6504
lovers,Charles d’Orléans,DIMEV 6504
tales,Gilbert Banester,DIMEV 6534
lovers,Gilbert Banester,DIMEV 6534
roundels,Charles d’Orléans,DIMEV 6671
lovers,Charles d’Orléans,DIMEV 6671
roundels,Charles d’Orléans,DIMEV 6735
lovers,Charles d’Orléans,DIMEV 6735
roundels,Charles d’Orléans,DIMEV 6814
lovers,Charles d’Orléans,DIMEV 6814
roundels,Geoffrey Chaucer,DIMEV 6879
lovers,Geoffrey Chaucer,DIMEV 6879
lovers,Charles d’Orléans,DIMEV 6882
lover’s lament,Walter Fry,DIMEV 260
lover’s lament,John Lydgate,DIMEV 283
women,John Lydgate,DIMEV 283
roundels,Charles d’Orléans,DIMEV 536
lover’s lament,Charles d’Orléans,DIMEV 536
roundels,Charles d’Orléans,DIMEV 581
lover’s lament,Charles d’Orléans,DIMEV 581
roundels,Charles d’Orléans,DIMEV 3538
lover’s lament,Charles d’Orléans,DIMEV 3538
lover’s lament,Henry VIII,DIMEV 4014
roundels,Charles d’Orléans,DIMEV 4121
lover’s lament,Charles d’Orléans,DIMEV 4121
roundels,Charles d’Orléans,DIMEV 4894
lover’s lament,Charles d’Orléans,DIMEV 4894
roundels,Charles d’Orléans,DIMEV 6405
lover’s lament,Charles d’Orléans,DIMEV 6405
lover’s pleas,Charles d’Orléans,DIMEV 2083
Lucy,Osbern Bokenam,DIMEV 3296
saints’ lives,Osbern Bokenam,DIMEV 3296
lust,John Grimestone,DIMEV 2691
sins,John Grimestone,DIMEV 2691
proverbs,John Grimestone,DIMEV 6517
translations,John Grimestone,DIMEV 6517
lust,John Grimestone,DIMEV 6517
Lydgate,Benedict Burgh,DIMEV 3705
Nature,Bartholomeus Anglicus,DIMEV 1206
Nature,John Trevisa,DIMEV 1206
man,Bartholomeus Anglicus,DIMEV 1206
man,John Trevisa,DIMEV 1206
prologues,Bartholomeus Anglicus,DIMEV 1206
prologues,John Trevisa,DIMEV 1206
Margaret,William Dunbar,DIMEV 1517
occasional verse,William Dunbar,DIMEV 1517
pageant verses,John Lydgate,DIMEV 3541
occasional verse,John Lydgate,DIMEV 3541
Margaret,John Lydgate,DIMEV 3541
occasional verse,William Dunbar,DIMEV 3729
political verse,William Dunbar,DIMEV 3729
Margaret,William Dunbar,DIMEV 3729
Margaret,Osbern Bokenam,DIMEV 4205
saints’ lives,Osbern Bokenam,DIMEV 4205
marriage,Peter Idley,DIMEV 2146
marriage,Hendyng,DIMEV 2395
marriage,Robert Copland,DIMEV 5054
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 5573
marriage,Geoffrey Chaucer,DIMEV 5573
patriarchy,Geoffrey Chaucer,DIMEV 5573
obedience,Geoffrey Chaucer,DIMEV 5573
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 5801
marriage,Geoffrey Chaucer,DIMEV 5801
patriarchy,Geoffrey Chaucer,DIMEV 5801
obedience,Geoffrey Chaucer,DIMEV 5801
marriage,John Quixley,DIMEV 6570
marriage,John Gower,DIMEV 6570
Mary Magdalene,John Lydgate,DIMEV 4383
women,John Lydgate,DIMEV 4383
Mary Magdalene,Osbern Bokenam,DIMEV 5538
saints’ lives,Osbern Bokenam,DIMEV 5538
mass,Augustine of Hippo,DIMEV 3746
mass,Augustine of Hippo,DIMEV 3813
roundels,Charles d’Orléans,DIMEV 5730
May,Charles d’Orléans,DIMEV 5730
roundels,Charles d’Orléans,DIMEV 5760
May,Charles d’Orléans,DIMEV 5760
medicine,Nicholas of Salerno,DIMEV 438
recipes,Nicholas of Salerno,DIMEV 438
medicine,Robert Henryson,DIMEV 1674
pestilence,John Lydgate,DIMEV 6586
medicine,John Lydgate,DIMEV 6586
meditations,Geoffrey Chaucer,DIMEV 244
mercy,John Audelay,DIMEV 316
mercy,John Grimestone,DIMEV 5544
prophecies,Bridlington,DIMEV 1873
prophecies,Merlin,DIMEV 1873
prophecies,Banistor,DIMEV 1873
prophecies,Thomas Assheldon,DIMEV 1873
Merlin,Bridlington,DIMEV 1873
Merlin,Merlin,DIMEV 1873
Merlin,Banistor,DIMEV 1873
Merlin,Thomas Assheldon,DIMEV 1873
prayers,John Lydgate,DIMEV 3992
Michael the archangel,John Lydgate,DIMEV 3992
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 2587
secular saints,Geoffrey Chaucer,DIMEV 2587
miracles,Geoffrey Chaucer,DIMEV 2587
tidings,Geoffrey Chaucer,DIMEV 2587
saints’ lives,Gilbert Bannister,DIMEV 3708
miracles,Gilbert Bannister,DIMEV 3708
Thomas of Canterbury,Gilbert Bannister,DIMEV 3708
Virgin Mary,John Lydgate,DIMEV 4089
miracles,John Lydgate,DIMEV 4089
monastic rules,Saint Benedict of Nursia,DIMEV 380
sermons,Friar Nicholas Philip,DIMEV 1400
money,Friar Nicholas Philip,DIMEV 1400
money,Thomas Hoccleve,DIMEV 2034
money,John Grimestone,DIMEV 4357
money,Thomas Hoccleve,DIMEV 6204
Nature,Henry Medwall,DIMEV 5189
morality plays,Henry Medwall,DIMEV 5189
prologues,Thomas Hoccleve,DIMEV 3600
moralizing,Thomas Hoccleve,DIMEV 3600
mortality,John Grimestone,DIMEV 1167
mortality,William Dunbar,DIMEV 3464
mortality,James Ryman,DIMEV 3986
mortality,Lichtoun,DIMEV 4005
mortality,Robert Henryson,DIMEV 4047
mortality,John Grimestone,DIMEV 4787
mortality,Bernard of Clairvaux,DIMEV 5215
translations,John Grimestone,DIMEV 5499
mortality,John Grimestone,DIMEV 5499
mutability,John Lydgate,DIMEV 81
transitoriness,John Lydgate,DIMEV 81
transitoriness,William Dunbar,DIMEV 2267
mutability,William Dunbar,DIMEV 2267
mutability,John Lydgate,DIMEV 3058
women,Nicholas Wikes,DIMEV 3533
unstableness,Nicholas Wikes,DIMEV 3533
mutability,Nicholas Wikes,DIMEV 3533
mutability,John Grimestone,DIMEV 3771
mutability,William Dunbar,DIMEV 4179
transcience,William Dunbar,DIMEV 4179
transitoriness,James Ryman,DIMEV 4463
mutability,James Ryman,DIMEV 4463
mutability,William Dunbar,DIMEV 5876
Nativity,Bernard of Clairvaux,DIMEV 1512
translations,Bernard of Clairvaux,DIMEV 1512
Nativity,James Ryman,DIMEV 5257
Nativity,James Ryman,DIMEV 5342
songs,James Ryman,DIMEV 5342
Nature,Thomas Hoccleve,DIMEV 4897
satire,William Dunbar,DIMEV 3781
Norray,William Dunbar,DIMEV 3781
obedience,Saint Jerome,DIMEV 1243
obedience,John Grimestone,DIMEV 1243
sermons,Saint Jerome,DIMEV 1243
sermons,John Grimestone,DIMEV 1243
obedience,John Grimestone,DIMEV 2731
occasional verse,William Dunbar,DIMEV 879
occasional verse,William Dunbar,DIMEV 2294
occasional verse,John Skelton,DIMEV 2299
Percy,John Skelton,DIMEV 2299
pageant verses,John Lydgate,DIMEV 3555
occasional verse,John Lydgate,DIMEV 3555
Windsor,John Lydgate,DIMEV 3555
satire,William Dunbar,DIMEV 3604
occasional verse,William Dunbar,DIMEV 3604
political poems,William Dunbar,DIMEV 4867
occasional verse,William Dunbar,DIMEV 4867
satire,William Dunbar,DIMEV 4867
occupations,John Lydgate,DIMEV 6830
translations,John Lydgate,DIMEV 6830
old age,Robert Henryson,DIMEV 2678
original sin,John Grimestone,DIMEV 237
The Duke of Orleans’ Defence of the Scots,Andrew Wintoun,DIMEV 4290
Orleans,Andrew Wintoun,DIMEV 4290
Scots,Andrew Wintoun,DIMEV 4290
prayers,John Lydgate,DIMEV 1719
Ositha,John Lydgate,DIMEV 1719
paradoxes,John Grimestone,DIMEV 1105
proverbs,John Grimestone,DIMEV 1148
paraphrases,John Grimestone,DIMEV 1148
sin,John Grimestone,DIMEV 1327
paraphrases,John Grimestone,DIMEV 1327
paraphrases,James Ryman,DIMEV 1342
proverbs,James Ryman,DIMEV 1342
paraphrases,William Herebert,DIMEV 3101
psalms,Richard Maydestone,DIMEV 3207
scripture texts,Richard Maydestone,DIMEV 3207
paraphrases,Richard Maydestone,DIMEV 3207
psalms,Richard Maydestone,DIMEV 3481
scripture texts,Richard Maydestone,DIMEV 3481
paraphrases,Richard Maydestone,DIMEV 3481
paraphrases,John Audelay,DIMEV 3652
scripture texts,John Audelay,DIMEV 3652
scripture texts,John Lydgate,DIMEV 4078
paraphrases,John Lydgate,DIMEV 4078
psalms,Richard Maydestone,DIMEV 5978
scripture texts,Richard Maydestone,DIMEV 5978
paraphrases,Richard Maydestone,DIMEV 5978
psalms,Richard Maydestone,DIMEV 6107
scripture texts,Richard Maydestone,DIMEV 6107
paraphrases,Richard Maydestone,DIMEV 6107
parodies,William Dunbar,DIMEV 6176
parodies,John Lydgate,DIMEV 6716
Passion,Richard Rolle,DIMEV 101
Passion,John Grimestone,DIMEV 904
Passion,Richard Rolle,DIMEV 1524
Passion,John Grimestone,DIMEV 1568
Passion,John Grimestone,DIMEV 2233
Passion,Gilbert Banastar,DIMEV 5968
Passion,John Audelay,DIMEV 6203
pastoral care,John Grimestone,DIMEV 5917
translations,John Grimestone,DIMEV 5917
patronage,William de la Pole,DIMEV 827
patronage,William Dunbar,DIMEV 3782
patronage,William Dunbar,DIMEV 4151
patronage,William Dunbar,DIMEV 4755
patronage,William Dunbar,DIMEV 4859
patronage,William Dunbar,DIMEV 4874
patronage,William Dunbar,DIMEV 5685
Paul,John Audelay,DIMEV 5491
peace,John Lydgate,DIMEV 3479
scripture,John Grimestone,DIMEV 4352
peace,John Grimestone,DIMEV 4352
translations,John Grimestone,DIMEV 4352
sermons,John Waldeby,DIMEV 1079
penance,John Waldeby,DIMEV 1079
penance,William Dunbar,DIMEV 4495
penance,John Grimestone,DIMEV 6234
poverty,John Grimestone,DIMEV 6234
prayers,John Grimestone,DIMEV 3215
penitence,John Grimestone,DIMEV 3215
pestilence,William Dunbar,DIMEV 3319
warnings,William Dunbar,DIMEV 3319
Rome,John Lydgate,DIMEV 4942
pestilence,John Lydgate,DIMEV 4942
Petronilla,John Lydgate,DIMEV 5433
saints’ lives,John Lydgate,DIMEV 5433
soul,Guillaume Deguileville,DIMEV 443
pilgrims/pilgrimage,Guillaume Deguileville,DIMEV 443
songs,Thomas Hoccleve,DIMEV 2065
pilgrims/pilgrimage,Thomas Hoccleve,DIMEV 2065
songs,Thomas Hoccleve,DIMEV 2066
pilgrims/pilgrimage,Thomas Hoccleve,DIMEV 2066
Whitsunday,Thomas Hoccleve,DIMEV 2066
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 3097
romances,Geoffrey Chaucer,DIMEV 3097
satire,Geoffrey Chaucer,DIMEV 3097
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6390
women,Geoffrey Chaucer,DIMEV 6390
tale,Geoffrey Chaucer,DIMEV 6390
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6414
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6415
prologues,Geoffrey Chaucer,DIMEV 6415
prayers,Robert Henryson,DIMEV 3881
plague,Robert Henryson,DIMEV 3881
pleasures,John Grimestone,DIMEV 6012
Scots,Peter Langtoft,DIMEV 538
political poems,Peter Langtoft,DIMEV 538
songs,Walter of Guisborough,DIMEV 3040
political poems,Walter of Guisborough,DIMEV 3040
political poems,John Gower,DIMEV 4100
political poems,William Dunbar,DIMEV 4863
political verse,John Skelton,DIMEV 1335
translations,John Grimestone,DIMEV 2422
possessions,John Grimestone,DIMEV 2422
poverty,John Grimestone,DIMEV 5437
translations,John Grimestone,DIMEV 5437
praise,John Grimestone,DIMEV 5624
translations,John Grimestone,DIMEV 5624
praise,John Grimestone,DIMEV 5974
prayers,William Meniman,DIMEV 73
Thomas of Canterbury,John Lydgate,DIMEV 873
prayers,John Lydgate,DIMEV 873
prayers,Richard Lavynham,DIMEV 1014
prayers,John Grimestone,DIMEV 1399
prayers,Thomas Lavynham,DIMEV 1471
prayers,Eleanor Percy (duchess of Buckingham),DIMEV 1496
women,Eleanor Percy (duchess of Buckingham),DIMEV 1496
translations,Eleanor Percy (duchess of Buckingham),DIMEV 1496
Virgin Mary,Eleanor Percy (duchess of Buckingham),DIMEV 1496
prayers,Thomas Brampton,DIMEV 1508
prayers,Bernard of Clairvaux,DIMEV 1508
translations,Thomas Brampton,DIMEV 1508
translations,Bernard of Clairvaux,DIMEV 1508
Saint Bernard,Thomas Brampton,DIMEV 1508
Saint Bernard,Bernard of Clairvaux,DIMEV 1508
prayers,John Lydgate,DIMEV 1563
roundels,Charles d’Orléans,DIMEV 1576
prayers,Charles d’Orléans,DIMEV 1576
prayers,Richard Rolle,DIMEV 1603
prayers,John Crophill,DIMEV 1606
Winifred,John Audelay,DIMEV 1759
prayers,John Audelay,DIMEV 1759
prayers,Thomas Aquinas,DIMEV 3218
prayers,William Herebert,DIMEV 3221
prayers,Augustine of Hippo,DIMEV 3230
prayers,Thomas Hoccleve,DIMEV 3755
prayers,John Lydgate,DIMEV 3851
Robert of Bury,John Lydgate,DIMEV 3851
prayers,James Ryman,DIMEV 3877
prayers,James Ryman,DIMEV 3879
prayers,James Ryman,DIMEV 3934
Trinity,James Ryman,DIMEV 3934
prayers,William de la Pole,DIMEV 3964
prayers,Thomas Hoccleve,DIMEV 6022
prayers,John Lydgate,DIMEV 6816
Ursula,John Lydgate,DIMEV 6816
precepts,John Lydgate,DIMEV 335
precepts,"Alfred the Great, king",DIMEV 714
precepts,Bernard of Clairvaux,DIMEV 731
translations,Bernard of Clairvaux,DIMEV 731
precepts,Cato,DIMEV 1349
transitoriness,W. Hichecoke,DIMEV 2086
precepts,W. Hichecoke,DIMEV 2086
precepts,John Grimestone,DIMEV 2404
sins,John Grimestone,DIMEV 2404
translations,John Grimestone,DIMEV 2398
pride,John Grimestone,DIMEV 2398
warnings,John Grimestone,DIMEV 5641
pride,John Grimestone,DIMEV 5641
vanity,John Grimestone,DIMEV 6229
pride,John Grimestone,DIMEV 6229
prologues,John Mirk,DIMEV 1571
prologues,John Shirley,DIMEV 2387
prologues,Thomas Norton,DIMEV 5662
prologues,Thomas Hoccleve,DIMEV 5663
prologues,Osbern Bokenam,DIMEV 6094
prophecies,Thomas Erceldoune of,DIMEV 620
romances,Thomas Erceldoune of,DIMEV 620
prophecies,Thomas Erceldoune of,DIMEV 6053
prophecies,Geoffrey Chaucer,DIMEV 6299
prophecies,Merlin,DIMEV 6299
proverbs,John Grimestone,DIMEV 899
translations,John Grimestone,DIMEV 899
proverbs,John Grimestone,DIMEV 1090
tongue,John Grimestone,DIMEV 1090
proverbs,John Grimestone,DIMEV 1147
translations,John Grimestone,DIMEV 1147
proverbs,Nicholas Bozon,DIMEV 2390
proverbs,Hendyng,DIMEV 2400
weather,Hendyng,DIMEV 2400
proverbs,Wyllughby,DIMEV 2728
proverbs,Hendyng,DIMEV 2800
proverbs,John Grimestone,DIMEV 3056
proverbs,Hendyng,DIMEV 3383
proverbs,Walter de Henley,DIMEV 4291
sin,Walter de Henley,DIMEV 4291
proverbs,Hendyng,DIMEV 4475
sermons,Hendyng,DIMEV 4475
proverbs,R. Stokys,DIMEV 4800
proverbs,John Lydgate,DIMEV 4800
proverbs,Nicholas Bozon,DIMEV 5042
proverbs,John Grimestone,DIMEV 5048
proverbs,Christine de Pisan,DIMEV 5313
proverbs,Anthony Wydeville (earl Rivers),DIMEV 5313
proverbs,John Grimestone,DIMEV 6620
translations,John Grimestone,DIMEV 6620
psalms,Thomas Brampton,DIMEV 609
psalms,Thomas Brampton,DIMEV 2668
psalms,Richard Rolle,DIMEV 6514
punctuation poems,Richard Hatfield,DIMEV 406
women,Richard Hatfield,DIMEV 406
punctuation poems,Richard Hatfield,DIMEV 4967
women,Richard Hatfield,DIMEV 4967
women,Richard Hatfield,DIMEV 6239
punctuation poems,Richard Hatfield,DIMEV 6239
religious life,John Grimestone,DIMEV 5284
translations,John Grimestone,DIMEV 5284
religious observance,John Lydgate,DIMEV 6819
repentance,John Grimestone,DIMEV 6527
translations,John Grimestone,DIMEV 6527
riddles,Geoffrey Chaucer,DIMEV 6251
two-line,Geoffrey Chaucer,DIMEV 6251
Rivers,Anthony Wydeville (earl Rivers),DIMEV 4994
romances,Guide de Colonna,DIMEV 3443
romances,John Clerk,DIMEV 3443
Troy,Guide de Colonna,DIMEV 3443
Troy,John Clerk,DIMEV 3443
translations,Guide de Colonna,DIMEV 3443
translations,John Clerk,DIMEV 3443
romances,Gilbert Hay,DIMEV 5158
romances,John Metham,DIMEV 5231
Troilus and Cressida,Geoffrey Chaucer,DIMEV 5248
romances,Geoffrey Chaucer,DIMEV 5248
Troy,Geoffrey Chaucer,DIMEV 5248
romances,Geoffrey Chaucer,DIMEV 5249
Troilus and Cressida,Geoffrey Chaucer,DIMEV 5249
Thomas of Canterbury,Laurence Wade,DIMEV 4119
saints’ lives,Laurence Wade,DIMEV 4119
saints’ lives,William Paris,DIMEV 4575
salvation,John Grimestone,DIMEV 1126
Satan,John Grimestone,DIMEV 5994
sins,John Grimestone,DIMEV 5994
tournaments,William Dunbar,DIMEV 845
tailors,William Dunbar,DIMEV 845
shoemakers,William Dunbar,DIMEV 845
satire,William Dunbar,DIMEV 845
satire,William Dunbar,DIMEV 1124
satire,James Inglis,DIMEV 1124
testaments,William Dunbar,DIMEV 2224
satire,William Dunbar,DIMEV 2224
satire,John Skelton,DIMEV 2980
satire,John Skelton,DIMEV 4376
skeltonics,John Skelton,DIMEV 4376
satire,William Dunbar,DIMEV 5614
women,William Dunbar,DIMEV 5614
satire,Gawin Douglas,DIMEV 6319
Scots,John Skelton,DIMEV 1676
Scots,John Skelton,DIMEV 3157
scripture,John Grimestone,DIMEV 1878
translations,John Grimestone,DIMEV 1878
scripture,John Grimestone,DIMEV 1903
translations,John Grimestone,DIMEV 1903
scripture,John Grimestone,DIMEV 2428
translations,John Grimestone,DIMEV 2428
sin,John Grimestone,DIMEV 2428
scripture,William Herebert,DIMEV 6232
translations,John Grimestone,DIMEV 1057
scripture texts,John Grimestone,DIMEV 1057
scripture texts,Richard Rolle,DIMEV 2329
scripture texts,John Grimestone,DIMEV 5527
sermons,John Waldeby,DIMEV 38
sermons,John Waldeby,DIMEV 48
sermons,John Waldeby,DIMEV 75
sermons,John Waldeby,DIMEV 76
sermons,John Waldeby,DIMEV 136
sermons,Friar Nicholas Philip,DIMEV 140
virtues,Friar Nicholas Philip,DIMEV 140
sermons,John Waldeby,DIMEV 141
sermons,John Waldeby,DIMEV 155
sermons,John Waldeby,DIMEV 166
sermons,John Waldeby,DIMEV 209
sermons,John Waldeby,DIMEV 228
sermons,John Waldeby,DIMEV 497
sermons,John Waldeby,DIMEV 694
sermons,John Waldeby,DIMEV 820
sermons,John Waldeby,DIMEV 947
sermons,John Waldeby,DIMEV 989
sermons,Thomas Brinton,DIMEV 1323
sermons,John Waldeby,DIMEV 1408
sermons,Thomas Brinton,DIMEV 1417
transitoriness,Thomas Brinton,DIMEV 1417
sermons,John Waldeby,DIMEV 1650
sermons,John Waldeby,DIMEV 2658
sermons,John Waldeby,DIMEV 2753
sermons,Nicholas Bozon,DIMEV 3071
sermons,William Herebert,DIMEV 3458
utilitarian verse,Orm,DIMEV 3722
sermons,Orm,DIMEV 3722
sermons,Edmund Rich Archibishop of Canterbury,DIMEV 3742
Virgin Mary,Edmund Rich Archibishop of Canterbury,DIMEV 3742
sermons,John Waldeby,DIMEV 4925
sermons,John Waldeby,DIMEV 5037
sermons,Friar Michael Kildare,DIMEV 5073
vanity,Friar Michael Kildare,DIMEV 5073
sermons,Seneca,DIMEV 5148
translations,Seneca,DIMEV 5148
sermons,John Grimestone,DIMEV 5243
sermons,John Waldeby,DIMEV 6009
translations,John Grimestone,DIMEV 6075
sermons,John Grimestone,DIMEV 6075
virtues,John Grimestone,DIMEV 6075
sermons,John Waldeby,DIMEV 6136
sermons,Hendyng,DIMEV 6629
tongue,Hendyng,DIMEV 6629
seven-line,Thomas Hoccleve,DIMEV 2330
Sigismund,John Capgrave,DIMEV 1272
translations,John Capgrave,DIMEV 1272
sin,John Grimestone,DIMEV 40
translations,John Grimestone,DIMEV 4951
sin,John Grimestone,DIMEV 4951
sinners,Richard Rolle,DIMEV 518
sins,Augustine of Hippo,DIMEV 1321
sins,William Dunbar,DIMEV 1447
sins,John Audelay,DIMEV 2513
sins,William Dunbar,DIMEV 4164
sins,William of Shoreham,DIMEV 4846
vanity,John Grimestone,DIMEV 6790
sins,John Grimestone,DIMEV 6790
Somer,Thomas Hoccleve,DIMEV 5055
Somer,Thomas Hoccleve,DIMEV 5490
songs,Thomas Hoccleve,DIMEV 2061
Virgin Mary,Thomas Hoccleve,DIMEV 2061
songs,Thomas Hoccleve,DIMEV 2062
soul,Guillaume Deguileville,DIMEV 407
soul,John Grimestone,DIMEV 1037
soul,Guillaume Deguileville,DIMEV 2860
soul,"Hendred, prior of Leominster",DIMEV 4368
speech,Walter Kennedy,DIMEV 468
tales,Roger North,DIMEV 2656
tales,John Audelay,DIMEV 4255
tales,Ausonius,DIMEV 4978
wise men,Ausonius,DIMEV 4978
wisdom,Ausonius,DIMEV 4978
temptation,Augustine,DIMEV 4406
temptation,John Grimestone,DIMEV 4406
translations,Augustine,DIMEV 4406
translations,John Grimestone,DIMEV 4406
Ten Commandments,John Audelay,DIMEV 525
Ten Commandments,William of Shoreham,DIMEV 5385
time,John Skelton,DIMEV 3919
translations,John Grimestone,DIMEV 5822
time,John Grimestone,DIMEV 5822
tongue,John Skelton,DIMEV 349
tongue,John Grimestone,DIMEV 561
tongue,Robert Henryson,DIMEV 1255
tongue,John Lydgate,DIMEV 4962
tongue,John Lydgate,DIMEV 6453
tongue,John Grimestone,DIMEV 6783
transitoriness,Richard Rolle,DIMEV 357
transitoriness,John Skelton,DIMEV 391
transitoriness,William Herebert,DIMEV 456
transitoriness,James Ryman,DIMEV 715
transitoriness,John Grimestone,DIMEV 2087
translations,John Grimestone,DIMEV 2087
transitoriness,Bernard of Clairvaux,DIMEV 4564
transitoriness,John Grimestone,DIMEV 4831
vanity,William Herebert,DIMEV 6238
transitoriness,William Herebert,DIMEV 6238
vanity,William Dunbar,DIMEV 6593
transitoriness,William Dunbar,DIMEV 6593
transitoriness,John Grimestone,DIMEV 6715
wealth,John Grimestone,DIMEV 834
translations,John Grimestone,DIMEV 834
Virgin Mary,John Grimestone,DIMEV 870
translations,John Grimestone,DIMEV 870
Virgin Mary,James Ryman,DIMEV 1708
translations,James Ryman,DIMEV 1708
translations,Thomas Aquinas,DIMEV 1726
Virgin Mary,Thomas Aquinas,DIMEV 1726
translations,Augustine,DIMEV 1848
translations,John Grimestone,DIMEV 1848
virtues,John Grimestone,DIMEV 2741
translations,John Grimestone,DIMEV 2741
translations,Gawin Douglas,DIMEV 3035
translations,Flavius Vegetius,DIMEV 4982
warfare,Flavius Vegetius,DIMEV 4982
Virgin Mary,John Audelay,DIMEV 5193
translations,John Audelay,DIMEV 5193
translations,John Grimestone,DIMEV 6582
wealth,John Grimestone,DIMEV 6639
translations,John Grimestone,DIMEV 6639
will,John Grimestone,DIMEV 6683
translations,John Grimestone,DIMEV 6683
travel poems,John Mandeville,DIMEV 427
travel poems,William Wey,DIMEV 1477
travel poems,John Mandeville,DIMEV 4866
treatises,Robert Grosseteste,DIMEV 1589
treatises,Edmund Rich Archibishop of Canterbury,DIMEV 2553
treatises,William of Tours,DIMEV 5666
Trinity,William of Nassington,DIMEV 100
Troilus and Cressida,Robert Henryson,DIMEV 477
two-line,John Lydgate,DIMEV 6276
vanity,Richard Rolle,DIMEV 401
warnings,James Ryman,DIMEV 2166
vanity,James Ryman,DIMEV 2166
vanity,William Dunbar,DIMEV 4101
Virgin Mary,John Lydgate,DIMEV 176
Virgin Mary,Geoffrey Chaucer,DIMEV 414
Virgin Mary,James Ryman,DIMEV 568
Virgin Mary,Thomas Hoccleve,DIMEV 673
Virgin Mary and Christ,Thomas Hoccleve,DIMEV 673
Virgin Mary,James Ryman,DIMEV 796
Virgin Mary,John Lydgate,DIMEV 867
Virgin Mary,Walter Kennedy,DIMEV 1040
Virgin Mary,John Lydgate,DIMEV 1671
Virgin Mary,John Lydgate,DIMEV 1712
Virgin Mary,John Lydgate,DIMEV 1713
Virgin Mary,William Herebert,DIMEV 1723
Virgin Mary,John Lydgate,DIMEV 1725
Virgin Mary,Albertus Magnus,DIMEV 1729
Virgin Mary,John Audelay,DIMEV 1737
Virgin Mary,James Ryman,DIMEV 1746
Virgin Mary,James Ryman,DIMEV 1748
Virgin Mary,James Ryman,DIMEV 1753
Virgin Mary,William Dunbar,DIMEV 1756
Virgin Mary,John Audelay,DIMEV 1757
Virgin Mary,William Herebert,DIMEV 2045
Virgin Mary,Thomas Hoccleve,DIMEV 2063
Virgin Mary,William of Shoreham,DIMEV 3420
Virgin Mary,Thomas Hoccleve,DIMEV 3568
Virgin Mary,Thomas Hoccleve,DIMEV 3569
Virgin Mary,William of Shoreham,DIMEV 3576
Virgin Mary,John Lydgate,DIMEV 3846
Virgin Mary,Guillaume Deguileville,DIMEV 3846
Virgin Mary,James Ryman,DIMEV 3847
Virgin Mary,John Lydgate,DIMEV 3850
Virgin Mary,James Ryman,DIMEV 3859
Virgin Mary,James Ryman,DIMEV 3860
Virgin Mary,James Ryman,DIMEV 3875
Virgin Mary,James Ryman,DIMEV 3888
Virgin Mary,James Ryman,DIMEV 3898
Virgin Mary,James Ryman,DIMEV 3899
Virgin Mary,James Ryman,DIMEV 3932
Virgin Mary,James Ryman,DIMEV 3939
Virgin Mary,James Ryman,DIMEV 3940
Virgin Mary,James Ryman,DIMEV 3951
Virgin Mary,James Ryman,DIMEV 3955
Virgin Mary,James Ryman,DIMEV 3988
Virgin Mary,James Ryman,DIMEV 4008
Virgin Mary,John Lydgate,DIMEV 4057
Virgin Mary,John Lydgate,DIMEV 4074
Virgin Mary,John Lydgate,DIMEV 4080
Virgin Mary,James Ryman,DIMEV 4081
Virgin Mary,John Lydgate,DIMEV 4271
Virgin Mary,H. Bowesper,DIMEV 4499
Virgin Mary,William Dunbar,DIMEV 4515
Virgin Mary,Thomas Hoccleve,DIMEV 4911
Virgin Mary,John Grimestone,DIMEV 5089
Virgin Mary,James Ryman,DIMEV 5570
Virgin Mary,John Lydgate,DIMEV 5826
Virgin Mary,William Herebert,DIMEV 5865
Virgin Mary,John Lydgate,DIMEV 6561
Virgin Mary,Thomas Hoccleve,DIMEV 6603
Virgin Mary,Thomas Hoccleve,DIMEV 6801
virtues,John Lydgate,DIMEV 663
virtues,John Audelay,DIMEV 6031
Wales,John Trevisa,DIMEV 3801
Wales,Ranulph Higden,DIMEV 3801
warnings,John Grimestone,DIMEV 6263
wealth,William Dunbar,DIMEV 767
wealth,William Dunbar,DIMEV 1859
wealth,John Grimestone,DIMEV 2725
Winifred,John Audelay,DIMEV 686
wives,Nicholas Bozon,DIMEV 1937
women,Nicholas Bozon,DIMEV 1937
women,William Dunbar,DIMEV 3603
wives,William Dunbar,DIMEV 3603
women,Geoffrey Chaucer,DIMEV 177
